bioguide,thomas,govtrack,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
P000616,,,RepDeanPhillips,,,1061310112013434882,,,
P000617,,,RepPressley,,,1080584229510172678,,,
R000611,,,RepRiggleman,,,1080504024695222273,,,
R000613,,,RepMaxRose,,,1078692057940742144,,,
S001206,,,RepShalala,,,1060584809095925762,,,
S001207,,,RepSherrill,,,1080569698536878081,,,
S001208,,,RepSlotkin,,,1078401427347857408,,,
S001211,,,RepGregStanton,,,1080885078425784320,,,
S001215,,,RepHaleyStevens,,,1076161611033968640,,,
S001216,,,RepKimSchrier,,,1080462532815532032,,,
T000479,,,RepVanTaylor,,,1075040139351597056,,,
T000480,,,RepTimmons,,,1079770852302958592,,,
T000481,,,RepRashida,,,1079769536730140672,,,
T000482,,,RepLoriTrahan,,,1079802482640019456,,,
T000483,,,repdavidtrone,,,1080573351914061825,,,
T000484,,,RepTorresSmall,,,1080830346915209216,,,
U000040,,,RepUnderwood,,,1080539438508400642,,,
W000825,,,RepWexton,,,1017819745880543238,,,
W000827,,,RepRonWright,,,1080854935535800320,,,
K000368,,,RepKirkpatrick,,,1081240074946252801,,,
H001081,,,RepJahanaHayes,,,1082086081238102018,,,
F000467,,,RepFinkenauer,,,1081256295469068288,,,
D000631,,,RepDean,,,567508925,,,
C001123,,,RepGilCisneros,,,1080986167003230208,,,
B001308,,,RepBrindisi,,,1080978331535896576,,,
P000614,,,RepChrisPappas,,,1067748650485497862,,,
P000618,,,RepKatiePorter,,,1081222837459996672,,,
R000612,,,RepJohnRose,,,1081312310059253763,,,
S001205,,,RepMGS,,,1067541214671577093,,,
O000172,,,RepAOC,,,1079104563280527364,,,
M001207,,,RepDMP,,,1080941062028447744,,,
J000302,,,RepJohnJoyce,,,1082311988926124036,,,
G000591,,,RepMichaelGuest,,,1081243468327018496,,,
C001117,,,RepCasten,,,1083472286089396224,,,
H001083,,,RepKendraHorn,,,1083019402046513152,,,
M001203,,,RepMalinowski,,,1080898026418384897,,,
M001205,,,RepCarolMiller,,,1081318716573470720,,,
M001208,,,replucymcbath,,,1082380458976051202,,,
P000615,,,RepGregPence,,,1082369392229400576,,,
R000614,,,RepChipRoy,,,1082790600292925440,,,
S001214,,,RepGregSteube,,,1083125649609506816,,,
W000823,,,RepMichaelWaltz,,,1082416697380913152,,,
G000586,,,RepChuyGarcia,,,1082427779583541248,,,
H001088,,,RepHagedorn,,,1083474782602125318,,,
K000394,,,RepAndyKimNJ,,,1078771848882593793,,,
B001307,,,RepJimBaird,,,1086316494450032640,,,
G000588,,,RepAGonzalez,,,1054381765224210432,,,
G000589,,,RepLanceGooden,,,412595957,,,
R000610,,,GReschenthaler,,,4205133682,,,
S001210,,,RepRossSpano,,,1090328229548826627,,,
W000824,,,Rep_Watkins,,,1080307235350241280,,,
O000173,,,Ilhan,,,1082334352711790593,,,
C001055,,,RepEdCase,,,1081350574589833221,,,
H001089,,,SenHawleyPress,,,1080960924687704064,,,
V000133,,,CongressmanJVD,,,1083469084648505344,,,
K000395,,412843,RepFredKeller,CongressmanFredKeller,UC_IluBx9m7HWoNhEYSoPQNQ,1136060761422405633,,repfredkeller,
S001204,,412770,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,UCVroMJWH3jsh4shPSlp24sw,346509049,,michael.fq.san.nicolas,
L000594,,456790,SenatorLoeffler,SenLoeffler,,1200451909406121984,,,
B001311,,412844,RepDanBishop,repdanbishop,,1176522535531360257,,,
G000061,,456792,repmikegarcia,RepMikeGarcia,,1262531473057423361,,,
M000687,,407672,RepKweisiMfume,RepKweisiMfume,,1276209702322438148,,,
M001210,,412845,RepGregMurphy,RepGregMurphy,,1173978070535024642,,,
